id,date_time,feedback,performance,trip_number,age,gender,income,state
46,2024-01-15T21:30:00Z,0,82,102,19,0,96357,Utah
27,2024-01-27T02:48:00Z,1,49,102,36,1,24327,Indiana
26,2024-01-02T19:07:00Z,0,74,96,24,1,96667,Kentucky
33,2024-01-26T00:31:00Z,0,79,112,27,0,92559,New Mexico
48,2024-01-26T00:12:00Z,1,13,101,42,1,96762,California
16,2024-01-04T10:24:00Z,0,55,106,58,1,96946,Nevada
27,2024-01-26T23:10:00Z,1,76,103,36,1,24327,Indiana
23,2024-01-08T15:38:00Z,1,66,119,40,0,73639,California
10,2024-01-08T12:35:00Z,1,77,122,47,0,41808,Nebraska
5,2024-01-23T04:26:00Z,0,47,112,56,0,91599,Pennsylvania
36,2024-01-24T15:16:00Z,1,31,122,32,0,63569,New York
42,2024-01-15T12:46:00Z,0,87,125,53,1,54838,New Hampshire
32,2024-01-07T13:51:00Z,1,44,113,31,1,68102,Montana
32,2024-01-26T23:00:00Z,1,37,114,31,1,68102,Montana
25,2024-01-17T17:04:00Z,1,63,109,19,0,84167,Minnesota
50,2024-01-24T16:27:00Z,1,47,110,42,1,59292,Nebraska
10,2024-01-13T06:33:00Z,0,46,123,47,0,41808,Nebraska
49,2024-01-09T10:36:00Z,1,59,100,48,1,79221,South Carolina
47,2024-01-08T08:40:00Z,1,16,88,55,1,30788,South Carolina
15,2024-01-11T01:01:00Z,1,54,123,54,0,90068,Kentucky
7,2024-01-12T02:04:00Z,0,94,117,46,1,61969,California
46,2024-01-29T00:01:00Z,0,80,103,19,0,96357,Utah
20,2024-01-15T17:19:00Z,0,42,103,51,1,65746,New Hampshire
2,2024-01-16T15:38:00Z,0,68,113,33,0,92124,Vermont
45,2024-01-11T17:38:00Z,0,92,102,23,0,61389,Georgia
43,2024-01-11T11:55:00Z,1,71,128,56,0,38842,Mississippi
4,2024-01-19T09:04:00Z,1,19,126,60,1,45192,Idaho
10,2024-01-15T04:00:00Z,1,14,124,47,0,41808,Nebraska
15,2024-01-11T21:17:00Z,1,25,124,54,0,90068,Kentucky
40,2024-01-10T23:50:00Z,1,70,105,33,0,80516,Tennessee
12,2024-01-30T09:39:00Z,0,66,113,25,1,67387,North Dakota
12,2024-01-02T01:36:00Z,0,49,114,25,1,67387,North Dakota
34,2024-01-24T04:59:00Z,1,27,98,43,0,64774,Illinois
31,2024-01-04T00:13:00Z,1,33,118,36,0,93546,Kentucky
36,2024-01-09T12:10:00Z,1,29,123,32,0,63569,New York
10,2024-01-20T20:42:00Z,1,17,125,47,0,41808,Nebraska
33,2024-01-26T06:40:00Z,0,69,113,27,0,92559,New Mexico
37,2024-01-05T14:11:00Z,0,47,117,19,1,40106,Kentucky
27,2024-01-13T20:37:00Z,0,63,104,36,1,24327,Indiana
34,2024-01-12T17:26:00Z,0,42,99,43,0,64774,Illinois
46,2024-01-25T08:45:00Z,0,54,104,19,0,96357,Utah
49,2024-01-29T04:30:00Z,1,59,101,48,1,79221,South Carolina
37,2024-01-19T22:26:00Z,0,68,118,19,1,40106,Kentucky
33,2024-01-21T22:08:00Z,1,14,114,27,0,92559,New Mexico
25,2024-01-28T16:32:00Z,0,92,110,19,0,84167,Minnesota
43,2024-01-30T15:15:00Z,1,8,129,56,0,38842,Mississippi
27,2024-01-10T07:38:00Z,0,87,105,36,1,24327,Indiana
19,2024-01-30T00:52:00Z,1,27,120,31,1,36797,Colorado
13,2024-01-24T17:04:00Z,0,45,115,39,1,37496,Tennessee
4,2024-01-16T01:10:00Z,0,61,127,60,1,45192,Idaho
43,2024-01-05T14:19:00Z,1,23,130,56,0,38842,Mississippi
34,2024-01-09T08:01:00Z,1,17,100,43,0,64774,Illinois
5,2024-01-09T18:19:00Z,1,20,113,56,0,91599,Pennsylvania
28,2024-01-18T09:24:00Z,1,20,117,44,1,86118,Kentucky
9,2024-01-02T09:30:00Z,0,75,114,49,1,53991,New York
26,2024-01-09T14:00:00Z,1,14,97,24,1,96667,Kentucky
10,2024-01-18T02:37:00Z,1,61,126,47,0,41808,Nebraska
18,2024-01-03T08:54:00Z,0,59,121,19,0,73674,Missouri
28,2024-01-05T00:31:00Z,0,71,118,44,1,86118,Kentucky
5,2024-01-03T23:58:00Z,1,3,114,56,0,91599,Pennsylvania
42,2024-01-26T08:16:00Z,0,78,126,53,1,54838,New Hampshire
44,2024-01-18T22:37:00Z,1,9,99,40,0,33301,Tennessee
20,2024-01-11T10:49:00Z,1,18,104,51,1,65746,New Hampshire
1,2024-01-04T14:14:00Z,1,72,108,53,1,88473,Rhode Island
12,2023-12-31T22:30:00Z,1,48,115,25,1,67387,North Dakota
22,2024-01-05T13:08:00Z,0,52,113,29,1,75649,Alaska
11,2024-01-24T14:55:00Z,0,40,114,50,0,92321,Pennsylvania
3,2024-01-22T21:16:00Z,1,44,121,23,0,46385,Kansas
24,2024-01-08T03:51:00Z,1,66,126,59,0,85523,South Carolina
43,2024-01-25T17:19:00Z,0,63,131,56,0,38842,Mississippi
24,2024-01-22T08:20:00Z,0,44,127,59,0,85523,South Carolina
41,2024-01-29T09:58:00Z,0,60,120,45,0,93206,Vermont
31,2024-01-19T21:32:00Z,0,94,119,36,0,93546,Kentucky
27,2024-01-13T04:15:00Z,0,80,106,36,1,24327,Indiana
10,2024-01-06T23:46:00Z,1,5,127,47,0,41808,Nebraska
46,2024-01-12T03:56:00Z,1,9,105,19,0,96357,Utah
34,2024-01-02T00:31:00Z,1,0,101,43,0,64774,Illinois
49,2024-01-13T15:34:00Z,1,6,102,48,1,79221,South Carolina
18,2024-01-09T07:12:00Z,0,89,122,19,0,73674,Missouri
33,2024-01-17T10:22:00Z,1,33,115,27,0,92559,New Mexico
33,2024-01-08T09:38:00Z,0,56,116,27,0,92559,New Mexico
21,2024-01-04T09:44:00Z,0,63,110,28,1,33000,South Dakota
44,2024-01-25T00:17:00Z,0,96,100,40,0,33301,Tennessee
13,2024-01-10T15:48:00Z,0,66,116,39,1,37496,Tennessee
11,2024-01-11T04:24:00Z,1,2,115,50,0,92321,Pennsylvania
50,2024-01-13T02:44:00Z,0,67,111,42,1,59292,Nebraska
31,2024-01-30T02:19:00Z,1,65,120,36,0,93546,Kentucky
6,2024-01-18T20:54:00Z,1,43,123,41,0,65944,Montana
15,2024-01-25T18:33:00Z,1,7,125,54,0,90068,Kentucky
24,2024-01-26T11:32:00Z,0,72,128,59,0,85523,South Carolina
13,2023-12-31T23:21:00Z,1,41,117,39,1,37496,Tennessee
34,2024-01-07T03:17:00Z,1,18,102,43,0,64774,Illinois
36,2024-01-20T14:48:00Z,0,81,124,32,0,63569,New York
14,2024-01-06T22:01:00Z,1,65,94,44,0,63615,Idaho
28,2024-01-03T18:43:00Z,0,59,119,44,1,86118,Kentucky
30,2024-01-19T08:48:00Z,1,19,128,25,1,66548,Ohio
50,2024-01-22T03:02:00Z,1,2,112,42,1,59292,Nebraska
11,2023-12-31T18:52:00Z,1,3,116,50,0,92321,Pennsylvania
1,2024-01-19T07:54:00Z,1,38,109,53,1,88473,Rhode Island
28,2024-01-27T16:22:00Z,1,51,120,44,1,86118,Kentucky
34,2024-01-22T12:31:00Z,1,74,103,43,0,64774,Illinois
29,2024-01-11T09:00:00Z,0,74,116,53,0,64899,Nevada
14,2024-01-10T17:03:00Z,0,98,95,44,0,63615,Idaho
50,2024-01-18T15:26:00Z,1,9,113,42,1,59292,Nebraska
25,2024-01-09T20:56:00Z,1,23,111,19,0,84167,Minnesota
38,2024-01-19T20:34:00Z,0,91,86,45,0,73607,North Dakota
48,2024-01-07T06:47:00Z,1,62,102,42,1,96762,California
7,2024-01-24T07:03:00Z,1,0,118,46,1,61969,California
7,2024-01-22T02:42:00Z,0,63,119,46,1,61969,California
32,2024-01-19T21:39:00Z,1,39,115,31,1,68102,Montana
27,2024-01-02T18:52:00Z,0,84,107,36,1,24327,Indiana
46,2024-01-27T15:20:00Z,0,41,106,19,0,96357,Utah
44,2024-01-27T05:21:00Z,0,43,101,40,0,33301,Tennessee
41,2024-01-24T12:22:00Z,1,31,121,45,0,93206,Vermont
12,2024-01-24T21:56:00Z,1,11,116,25,1,67387,North Dakota
7,2024-01-04T13:53:00Z,0,61,120,46,1,61969,California
26,2024-01-18T06:43:00Z,0,47,98,24,1,96667,Kentucky
20,2024-01-16T16:01:00Z,0,95,105,51,1,65746,New Hampshire
9,2024-01-25T02:01:00Z,1,18,115,49,1,53991,New York
14,2024-01-13T21:50:00Z,0,88,96,44,0,63615,Idaho
47,2024-01-18T18:15:00Z,1,45,89,55,1,30788,South Carolina
45,2024-01-27T09:18:00Z,1,67,103,23,0,61389,Georgia
42,2024-01-22T02:29:00Z,0,88,127,53,1,54838,New Hampshire
18,2024-01-11T08:20:00Z,0,96,123,19,0,73674,Missouri
13,2024-01-04T06:21:00Z,0,93,118,39,1,37496,Tennessee
31,2024-01-07T15:01:00Z,0,74,121,36,0,93546,Kentucky
37,2024-01-15T12:55:00Z,1,12,119,19,1,40106,Kentucky
22,2024-01-16T13:21:00Z,0,48,114,29,1,75649,Alaska
47,2024-01-22T14:00:00Z,1,71,90,55,1,30788,South Carolina
47,2024-01-10T03:04:00Z,0,75,91,55,1,30788,South Carolina
4,2024-01-30T12:46:00Z,0,83,128,60,1,45192,Idaho
23,2024-01-25T22:54:00Z,1,40,120,40,0,73639,California
22,2024-01-29T13:34:00Z,1,5,115,29,1,75649,Alaska
33,2024-01-15T02:31:00Z,1,77,117,27,0,92559,New Mexico
6,2024-01-26T04:42:00Z,0,59,124,41,0,65944,Montana
12,2024-01-08T13:53:00Z,1,5,117,25,1,67387,North Dakota
35,2024-01-18T12:56:00Z,1,41,117,40,0,87781,Nevada
20,2024-01-23T19:15:00Z,0,80,106,51,1,65746,New Hampshire
44,2024-01-29T07:39:00Z,0,71,102,40,0,33301,Tennessee
33,2024-01-13T16:23:00Z,1,76,118,27,0,92559,New Mexico
41,2024-01-30T12:33:00Z,1,15,122,45,0,93206,Vermont
43,2024-01-22T14:51:00Z,1,66,132,56,0,38842,Mississippi
43,2024-01-24T00:23:00Z,1,30,133,56,0,38842,Mississippi
31,2023-12-31T21:08:00Z,1,29,122,36,0,93546,Kentucky
7,2024-01-23T07:11:00Z,1,37,121,46,1,61969,California
21,2024-01-16T19:26:00Z,1,24,111,28,1,33000,South Dakota
22,2024-01-28T15:27:00Z,0,53,116,29,1,75649,Alaska
26,2024-01-19T14:02:00Z,0,97,99,24,1,96667,Kentucky
25,2024-01-02T18:52:00Z,1,79,112,19,0,84167,Minnesota
21,2024-01-08T04:27:00Z,0,82,112,28,1,33000,South Dakota
25,2024-01-21T04:52:00Z,1,6,113,19,0,84167,Minnesota
43,2024-01-02T07:09:00Z,1,2,134,56,0,38842,Mississippi
17,2024-01-15T16:12:00Z,0,46,107,39,0,28567,North Dakota
39,2024-01-21T14:19:00Z,1,4,110,38,1,86191,Ohio
5,2024-01-18T23:29:00Z,1,6,115,56,0,91599,Pennsylvania
30,2024-01-24T12:15:00Z,1,7,129,25,1,66548,Ohio
39,2024-01-02T21:57:00Z,0,52,111,38,1,86191,Ohio
35,2024-01-11T14:24:00Z,0,93,118,40,0,87781,Nevada
34,2024-01-07T03:06:00Z,1,11,104,43,0,64774,Illinois
44,2024-01-29T11:26:00Z,1,40,103,40,0,33301,Tennessee
11,2024-01-12T14:37:00Z,0,97,117,50,0,92321,Pennsylvania
30,2024-01-16T20:23:00Z,0,60,130,25,1,66548,Ohio
9,2024-01-10T08:07:00Z,0,96,116,49,1,53991,New York
6,2024-01-22T22:58:00Z,1,39,125,41,0,65944,Montana
39,2024-01-26T10:39:00Z,1,80,112,38,1,86191,Ohio
44,2024-01-16T21:41:00Z,0,98,104,40,0,33301,Tennessee
28,2024-01-15T04:58:00Z,1,4,121,44,1,86118,Kentucky
27,2024-01-17T00:55:00Z,1,23,108,36,1,24327,Indiana
21,2024-01-11T07:00:00Z,1,76,113,28,1,33000,South Dakota
22,2024-01-17T21:10:00Z,0,40,117,29,1,75649,Alaska
50,2024-01-06T13:14:00Z,0,47,114,42,1,59292,Nebraska
12,2024-01-01T07:02:00Z,0,86,118,25,1,67387,North Dakota
15,2024-01-02T02:46:00Z,0,85,126,54,0,90068,Kentucky
32,2024-01-08T20:30:00Z,0,79,116,31,1,68102,Montana
36,2024-01-22T02:16:00Z,1,66,125,32,0,63569,New York
23,2024-01-06T02:29:00Z,0,52,121,40,0,73639,California
9,2024-01-01T23:00:00Z,1,1,117,49,1,53991,New York
9,2024-01-09T03:35:00Z,1,4,118,49,1,53991,New York
30,2024-01-17T10:23:00Z,0,100,131,25,1,66548,Ohio
47,2024-01-24T06:05:00Z,1,51,92,55,1,30788,South Carolina
15,2024-01-30T06:07:00Z,0,62,127,54,0,90068,Kentucky
2,2024-01-08T21:46:00Z,0,44,114,33,0,92124,Vermont
32,2024-01-07T11:13:00Z,0,62,117,31,1,68102,Montana
14,2024-01-19T06:22:00Z,1,78,97,44,0,63615,Idaho
37,2024-01-16T04:46:00Z,0,76,120,19,1,40106,Kentucky
7,2024-01-14T18:29:00Z,0,45,122,46,1,61969,California
49,2024-01-08T15:59:00Z,1,13,103,48,1,79221,South Carolina
1,2024-01-27T17:08:00Z,0,72,110,53,1,88473,Rhode Island
50,2024-01-01T14:18:00Z,0,68,115,42,1,59292,Nebraska
30,2024-01-25T11:24:00Z,1,15,132,25,1,66548,Ohio
17,2024-01-17T04:24:00Z,1,30,108,39,0,28567,North Dakota
34,2024-01-30T06:10:00Z,0,41,105,43,0,64774,Illinois
31,2024-01-22T00:29:00Z,1,44,123,36,0,93546,Kentucky
38,2024-01-03T23:21:00Z,1,53,87,45,0,73607,North Dakota
33,2024-01-10T00:58:00Z,0,68,119,27,0,92559,New Mexico
2,2024-01-09T05:30:00Z,1,0,115,33,0,92124,Vermont
6,2024-01-07T03:25:00Z,0,89,126,41,0,65944,Montana
9,2024-01-19T06:11:00Z,1,78,119,49,1,53991,New York
6,2024-01-22T15:44:00Z,0,84,127,41,0,65944,Montana
47,2024-01-18T02:13:00Z,1,25,93,55,1,30788,South Carolina
24,2024-01-06T15:58:00Z,1,32,129,59,0,85523,South Carolina
41,2024-01-11T11:53:00Z,0,49,123,45,0,93206,Vermont
5,2024-01-29T13:37:00Z,1,61,116,56,0,91599,Pennsylvania
49,2024-01-21T09:40:00Z,0,55,104,48,1,79221,South Carolina
9,2024-01-21T04:11:00Z,0,57,120,49,1,53991,New York
9,2024-01-15T19:51:00Z,1,21,121,49,1,53991,New York
23,2024-01-14T17:48:00Z,1,73,122,40,0,73639,California
3,2024-01-09T10:36:00Z,1,8,122,23,0,46385,Kansas
50,2024-01-20T13:41:00Z,1,76,116,42,1,59292,Nebraska
47,2024-01-30T02:50:00Z,1,69,94,55,1,30788,South Carolina
36,2024-01-16T19:45:00Z,1,43,126,32,0,63569,New York
48,2024-01-03T00:17:00Z,1,19,103,42,1,96762,California
48,2024-01-06T18:26:00Z,1,23,104,42,1,96762,California
30,2024-01-13T03:34:00Z,0,96,133,25,1,66548,Ohio
9,2024-01-28T10:22:00Z,0,57,122,49,1,53991,New York
13,2024-01-10T07:11:00Z,1,48,119,39,1,37496,Tennessee
7,2024-01-11T09:14:00Z,1,38,123,46,1,61969,California
39,2024-01-07T04:43:00Z,0,46,113,38,1,86191,Ohio
13,2024-01-27T22:39:00Z,0,76,120,39,1,37496,Tennessee
39,2023-12-31T16:00:00Z,1,49,114,38,1,86191,Ohio
32,2024-01-28T02:11:00Z,1,25,118,31,1,68102,Montana
13,2024-01-08T22:33:00Z,1,24,121,39,1,37496,Tennessee
22,2024-01-28T07:57:00Z,1,66,118,29,1,75649,Alaska
19,2024-01-01T18:51:00Z,0,40,121,31,1,36797,Colorado
9,2024-01-23T01:12:00Z,1,3,123,49,1,53991,New York
3,2024-01-15T10:10:00Z,1,46,123,23,0,46385,Kansas
28,2024-01-08T22:30:00Z,0,56,122,44,1,86118,Kentucky
32,2024-01-09T13:48:00Z,1,13,119,31,1,68102,Montana
6,2024-01-24T10:48:00Z,0,61,128,41,0,65944,Montana
22,2024-01-16T15:00:00Z,0,90,119,29,1,75649,Alaska
41,2024-01-27T01:29:00Z,1,38,124,45,0,93206,Vermont
11,2024-01-26T21:06:00Z,0,40,118,50,0,92321,Pennsylvania
33,2024-01-25T11:00:00Z,0,94,120,27,0,92559,New Mexico
50,2024-01-08T02:45:00Z,0,95,117,42,1,59292,Nebraska
20,2024-01-23T17:05:00Z,1,43,107,51,1,65746,New Hampshire
50,2024-01-20T22:20:00Z,0,41,118,42,1,59292,Nebraska
35,2024-01-04T22:09:00Z,0,78,119,40,0,87781,Nevada
25,2024-01-14T23:01:00Z,1,21,114,19,0,84167,Minnesota
36,2024-01-13T23:23:00Z,0,57,127,32,0,63569,New York
24,2024-01-17T03:46:00Z,1,52,130,59,0,85523,South Carolina
30,2024-01-27T23:38:00Z,1,57,134,25,1,66548,Ohio
9,2024-01-12T13:16:00Z,0,79,124,49,1,53991,New York
50,2024-01-20T09:22:00Z,1,30,119,42,1,59292,Nebraska
39,2024-01-23T10:20:00Z,0,89,115,38,1,86191,Ohio
42,2024-01-23T13:16:00Z,0,99,128,53,1,54838,New Hampshire
6,2024-01-01T16:30:00Z,1,64,129,41,0,65944,Montana
7,2024-01-03T00:56:00Z,1,69,124,46,1,61969,California
38,2024-01-10T05:46:00Z,1,7,88,45,0,73607,North Dakota
1,2024-01-28T03:33:00Z,0,87,111,53,1,88473,Rhode Island
45,2024-01-08T10:18:00Z,1,38,104,23,0,61389,Georgia
29,2024-01-08T12:53:00Z,1,14,117,53,0,64899,Nevada
7,2024-01-20T16:52:00Z,0,97,125,46,1,61969,California
19,2024-01-17T09:43:00Z,1,49,122,31,1,36797,Colorado
27,2024-01-24T13:01:00Z,1,7,109,36,1,24327,Indiana
18,2024-01-19T06:58:00Z,1,2,124,19,0,73674,Missouri
44,2024-01-11T02:45:00Z,1,39,105,40,0,33301,Tennessee
48,2024-01-27T15:41:00Z,1,41,105,42,1,96762,California
44,2024-01-10T12:37:00Z,1,38,106,40,0,33301,Tennessee
1,2024-01-08T02:52:00Z,1,9,112,53,1,88473,Rhode Island
47,2024-01-05T17:02:00Z,1,1,95,55,1,30788,South Carolina
38,2024-01-17T03:45:00Z,1,61,89,45,0,73607,North Dakota
50,2024-01-19T03:01:00Z,1,2,120,42,1,59292,Nebraska
33,2024-01-23T23:23:00Z,1,80,121,27,0,92559,New Mexico
15,2024-01-11T00:10:00Z,0,90,128,54,0,90068,Kentucky
11,2024-01-27T06:04:00Z,0,89,119,50,0,92321,Pennsylvania
6,2024-01-15T13:10:00Z,1,17,130,41,0,65944,Montana
29,2024-01-10T03:54:00Z,0,79,118,53,0,64899,Nevada
49,2024-01-08T09:09:00Z,0,64,105,48,1,79221,South Carolina
15,2024-01-29T17:22:00Z,0,74,129,54,0,90068,Kentucky
15,2024-01-09T02:12:00Z,1,24,130,54,0,90068,Kentucky
31,2024-01-06T21:59:00Z,0,63,124,36,0,93546,Kentucky
25,2024-01-30T15:18:00Z,1,8,115,19,0,84167,Minnesota
9,2024-01-11T16:23:00Z,1,77,125,49,1,53991,New York
37,2024-01-30T07:53:00Z,0,84,121,19,1,40106,Kentucky
2,2024-01-10T20:09:00Z,0,73,116,33,0,92124,Vermont
42,2024-01-10T10:35:00Z,1,27,129,53,1,54838,New Hampshire
42,2024-01-01T11:37:00Z,1,54,130,53,1,54838,New Hampshire
9,2024-01-13T03:47:00Z,0,88,126,49,1,53991,New York
10,2024-01-21T09:52:00Z,1,68,128,47,0,41808,Nebraska
10,2024-01-23T10:41:00Z,1,9,129,47,0,41808,Nebraska
37,2024-01-29T19:07:00Z,0,90,122,19,1,40106,Kentucky
1,2024-01-01T02:04:00Z,1,1,113,53,1,88473,Rhode Island
15,2024-01-06T22:34:00Z,1,4,131,54,0,90068,Kentucky
18,2024-01-01T10:11:00Z,0,52,125,19,0,73674,Missouri
19,2024-01-24T17:07:00Z,0,53,123,31,1,36797,Colorado
50,2024-01-17T02:11:00Z,1,77,121,42,1,59292,Nebraska
1,2024-01-03T09:47:00Z,1,3,114,53,1,88473,Rhode Island
8,2024-01-29T20:54:00Z,1,67,123,44,0,24598,Montana
38,2024-01-27T05:26:00Z,1,65,90,45,0,73607,North Dakota
7,2024-01-08T08:16:00Z,0,83,126,46,1,61969,California
40,2024-01-07T17:36:00Z,1,72,106,33,0,80516,Tennessee
35,2024-01-28T08:21:00Z,1,50,120,40,0,87781,Nevada
36,2024-01-07T13:44:00Z,0,54,128,32,0,63569,New York
23,2024-01-17T04:19:00Z,0,44,123,40,0,73639,California
13,2024-01-21T16:52:00Z,1,66,122,39,1,37496,Tennessee
26,2024-01-16T05:08:00Z,1,74,100,24,1,96667,Kentucky
29,2024-01-11T10:01:00Z,0,68,119,53,0,64899,Nevada
25,2024-01-07T13:01:00Z,0,63,116,19,0,84167,Minnesota
45,2024-01-15T16:36:00Z,1,53,105,23,0,61389,Georgia
21,2024-01-27T12:01:00Z,1,28,114,28,1,33000,South Dakota
29,2024-01-24T18:49:00Z,0,95,120,53,0,64899,Nevada
8,2024-01-02T09:14:00Z,1,40,124,44,0,24598,Montana
47,2024-01-30T00:40:00Z,0,56,96,55,1,30788,South Carolina
17,2024-01-24T03:01:00Z,1,72,109,39,0,28567,North Dakota
26,2024-01-19T18:59:00Z,0,92,101,24,1,96667,Kentucky
18,2024-01-05T18:52:00Z,0,49,126,19,0,73674,Missouri
7,2024-01-08T09:16:00Z,1,62,127,46,1,61969,California
21,2024-01-12T06:00:00Z,1,9,115,28,1,33000,South Dakota
32,2024-01-02T12:32:00Z,0,51,120,31,1,68102,Montana
6,2024-01-14T12:48:00Z,0,81,131,41,0,65944,Montana
4,2024-01-23T12:04:00Z,0,47,129,60,1,45192,Idaho
2,2024-01-20T07:43:00Z,1,47,117,33,0,92124,Vermont
7,2024-01-26T01:51:00Z,1,33,128,46,1,61969,California
29,2024-01-02T09:17:00Z,0,97,121,53,0,64899,Nevada
7,2024-01-08T11:08:00Z,0,59,129,46,1,61969,California
24,2024-01-28T07:52:00Z,0,88,131,59,0,85523,South Carolina
35,2024-01-01T17:32:00Z,0,40,121,40,0,87781,Nevada
45,2024-01-23T06:56:00Z,0,46,106,23,0,61389,Georgia
5,2024-01-17T15:49:00Z,1,40,117,56,0,91599,Pennsylvania
16,2024-01-17T16:45:00Z,1,75,107,58,1,96946,Nevada
17,2024-01-28T16:51:00Z,0,57,110,39,0,28567,North Dakota
16,2024-01-15T21:02:00Z,1,72,108,58,1,96946,Nevada
43,2024-01-20T08:18:00Z,1,54,135,56,0,38842,Mississippi
27,2024-01-06T23:53:00Z,0,87,110,36,1,24327,Indiana
14,2024-01-06T18:45:00Z,0,58,98,44,0,63615,Idaho
39,2024-01-10T21:29:00Z,1,42,116,38,1,86191,Ohio
22,2024-01-09T05:49:00Z,1,37,120,29,1,75649,Alaska
37,2024-01-16T07:52:00Z,1,57,123,19,1,40106,Kentucky
39,2024-01-13T14:01:00Z,0,57,117,38,1,86191,Ohio
29,2024-01-15T10:45:00Z,1,13,122,53,0,64899,Nevada
30,2024-01-19T13:36:00Z,1,6,135,25,1,66548,Ohio
42,2024-01-26T01:23:00Z,0,56,131,53,1,54838,New Hampshire
37,2024-01-22T21:31:00Z,0,69,124,19,1,40106,Kentucky
18,2024-01-08T16:32:00Z,0,80,127,19,0,73674,Missouri
16,2024-01-27T18:25:00Z,1,77,109,58,1,96946,Nevada
24,2024-01-07T19:45:00Z,1,71,132,59,0,85523,South Carolina
47,2024-01-07T07:59:00Z,1,64,97,55,1,30788,South Carolina
18,2024-01-14T22:33:00Z,1,0,128,19,0,73674,Missouri
25,2024-01-19T04:55:00Z,1,39,117,19,0,84167,Minnesota
13,2024-01-07T02:09:00Z,0,44,123,39,1,37496,Tennessee
38,2024-01-29T03:51:00Z,0,67,91,45,0,73607,North Dakota
43,2024-01-04T13:00:00Z,1,1,136,56,0,38842,Mississippi
49,2024-01-09T16:30:00Z,1,37,106,48,1,79221,South Carolina
2,2024-01-23T15:33:00Z,1,73,118,33,0,92124,Vermont
35,2024-01-13T05:25:00Z,1,28,122,40,0,87781,Nevada
35,2024-01-27T21:47:00Z,1,23,123,40,0,87781,Nevada
42,2024-01-15T20:11:00Z,1,31,132,53,1,54838,New Hampshire
35,2024-01-08T15:13:00Z,0,69,124,40,0,87781,Nevada
4,2024-01-19T19:22:00Z,0,83,130,60,1,45192,Idaho
15,2024-01-08T20:32:00Z,0,71,132,54,0,90068,Kentucky
25,2024-01-12T03:29:00Z,0,49,118,19,0,84167,Minnesota
41,2024-01-04T03:11:00Z,1,36,125,45,0,93206,Vermont
38,2024-01-17T07:47:00Z,1,65,92,45,0,73607,North Dakota
50,2024-01-08T08:09:00Z,1,75,122,42,1,59292,Nebraska
7,2024-01-17T02:25:00Z,0,91,130,46,1,61969,California
46,2024-01-13T06:56:00Z,0,77,107,19,0,96357,Utah
14,2024-01-19T07:04:00Z,0,69,99,44,0,63615,Idaho
48,2024-01-22T16:08:00Z,0,70,106,42,1,96762,California
36,2024-01-27T04:56:00Z,0,70,129,32,0,63569,New York
47,2024-01-17T08:56:00Z,1,27,98,55,1,30788,South Carolina
16,2024-01-11T01:57:00Z,0,99,110,58,1,96946,Nevada
47,2024-01-18T10:51:00Z,0,67,99,55,1,30788,South Carolina
43,2024-01-16T05:04:00Z,0,51,137,56,0,38842,Mississippi
38,2024-01-20T14:37:00Z,0,95,93,45,0,73607,North Dakota
14,2024-01-24T11:08:00Z,1,50,100,44,0,63615,Idaho
42,2024-01-21T23:20:00Z,1,27,133,53,1,54838,New Hampshire
13,2024-01-04T11:11:00Z,0,42,124,39,1,37496,Tennessee
34,2024-01-01T23:20:00Z,1,42,106,43,0,64774,Illinois
42,2024-01-19T09:08:00Z,1,62,134,53,1,54838,New Hampshire
37,2024-01-18T02:52:00Z,1,40,125,19,1,40106,Kentucky
47,2024-01-21T17:53:00Z,1,36,100,55,1,30788,South Carolina
50,2024-01-11T14:09:00Z,1,9,123,42,1,59292,Nebraska
14,2024-01-12T15:07:00Z,0,98,101,44,0,63615,Idaho
14,2024-01-07T16:13:00Z,0,47,102,44,0,63615,Idaho
13,2024-01-25T16:10:00Z,0,64,125,39,1,37496,Tennessee
29,2024-01-25T04:31:00Z,0,64,123,53,0,64899,Nevada
21,2024-01-26T06:08:00Z,0,43,116,28,1,33000,South Dakota
5,2024-01-08T09:59:00Z,1,9,118,56,0,91599,Pennsylvania
33,2024-01-01T10:21:00Z,1,47,122,27,0,92559,New Mexico
28,2024-01-29T17:30:00Z,0,53,123,44,1,86118,Kentucky
30,2024-01-10T03:18:00Z,0,48,136,25,1,66548,Ohio
21,2024-01-22T00:52:00Z,1,14,117,28,1,33000,South Dakota
30,2024-01-05T08:59:00Z,1,66,137,25,1,66548,Ohio
30,2024-01-07T10:34:00Z,0,54,138,25,1,66548,Ohio
40,2024-01-13T18:40:00Z,1,54,107,33,0,80516,Tennessee
44,2024-01-26T18:07:00Z,0,77,107,40,0,33301,Tennessee
19,2024-01-01T04:39:00Z,0,73,124,31,1,36797,Colorado
6,2024-01-18T16:47:00Z,1,59,132,41,0,65944,Montana
1,2024-01-04T18:45:00Z,1,32,115,53,1,88473,Rhode Island
44,2024-01-14T04:08:00Z,1,13,108,40,0,33301,Tennessee
19,2024-01-17T19:32:00Z,1,59,125,31,1,36797,Colorado
32,2024-01-05T20:11:00Z,0,82,121,31,1,68102,Montana
29,2024-01-24T14:24:00Z,0,72,124,53,0,64899,Nevada
21,2024-01-23T06:02:00Z,0,62,118,28,1,33000,South Dakota
15,2024-01-22T10:41:00Z,1,72,133,54,0,90068,Kentucky
